fecha,segmento,vendedor,categoria_producto,sub_categoria_producto,precio,stock_vendido,stock_disponible
04-06-2020,América del Sur-Argentina-Córdoba,Paris,Automotriz,Herramientas de reparación,96431,141,10
23-02-2018,América del Sur-Brasil-Río de Janeiro,Ripley,Baño,Espejos,26936,17,472
08-07-2020,América Central-México-Guadalajara,Ripley,Deporte,Trotadoras,104160,307,99
16-08-2023,América del Sur-Colombia-Cartagena,Aliexpress,Automotriz,Filtros,172641,156,75
09-11-2018,América Central-México-Monterrey,PC Factory,Baño,Jacuzzis,135828,35,62
31-03-2017,América Central-México-Monterrey,Amazon,Baño,Duchas,95952,131,194
10-07-2019,América del Sur-Brasil-São Paulo,eBay,Doméstico,Lavadoras,100162,193,84
22-09-2019,América Central-México-Ciudad de México,Linio,Doméstico,Ventiladores,92791,180,96
15-10-2019,América del Sur-Perú-Arequipa,ElectroChile,Baño,Dispensadores de jabón,124947,53,167
23-03-2019,América del Sur-Perú-Trujillo,Homecenter,Electrónico,Cámaras,151916,79,101
08-01-2020,América Central-México-Monterrey,Aliexpress,Automotriz,Herramientas de reparación,75171,15,73
17-05-2022,América del Sur-Brasil-Río de Janeiro,Homecenter,Electrónico,Celulares,167951,36,41
30-08-2017,América Central-México-Monterrey,ElectroChile,Jardinería,Rastrillos,92379,26,6
18-06-2020,América Central-México-Monterrey,Falabella,Doméstico,Cafeteras,87845,374,37
06-03-2021,América Central-México-Monterrey,Amazon,Deporte,Trotadoras,176607,0,46
18-12-2018,América Central-México-Ciudad de México,Falabella,Doméstico,Aspiradoras,147425,68,374
02-08-2019,América Central-México-Ciudad de México,ElectroChile,Automotriz,Filtros,67013,356,137
22-05-2018,América Central-México-Monterrey,Ripley,Electrónico,Cámaras,163585,77,199
21-09-2017,América del Sur-Argentina-Córdoba,Linio,Electrónico,Computadores,114348,43,415
08-09-2020,América del Sur-Perú-Lima,ElectroChile,Deporte,Trotadoras,107284,217,195
20-04-2021,América del Sur-Chile-Concepción,Sodimac,Doméstico,Refrigeradores,172384,97,2
02-05-2020,América Central-México-Cancún,PC Factory,Baño,Jacuzzis,162562,306,18
31-08-2021,América del Sur-Argentina-Rosario,Aliexpress,Automotriz,Baterías,143352,174,254
16-10-2017,América del Sur-Brasil-São Paulo,Walmart,Cocina,Cuchillos,145219,165,85
19-01-2022,América Central-México-Ciudad de México,PC Factory,Electrónico,Audífonos,23433,16,158
04-08-2022,América Central-México-Ciudad de México,eBay,Electrónico,Audífonos,81408,256,176
10-06-2022,América Central-México-Cancún,PC Factory,Jardinería,Rastrillos,171140,33,73
22-04-2018,América del Sur-Argentina-Buenos Aires,Sodimac,Moda,Carteras,121268,329,88
04-09-2019,América Central-México-Ciudad de México,Mercado Libre,Doméstico,Cafeteras,115117,18,35
11-10-2023,América Central-México-Ciudad de México,Sodimac,Baño,Espejos,56140,168,92
29-08-2023,América Central-México-Cancún,ElectroChile,Cocina,Batidoras,63526,42,117
09-02-2020,América del Sur-Colombia-Cali,Easy,Automotriz,Neumáticos,23463,50,93
01-10-2023,América Central-México-Guadalajara,eBay,Moda,Zapatillas,196126,12,24
22-01-2019,América Central-México-Ciudad de México,Falabella,Deporte,Patines,151806,33,381
28-03-2020,América Central-México-Cancún,Paris,Moda,Chaquetas,12561,135,49
05-05-2020,América del Sur-Perú-Trujillo,eBay,Jardinería,Maceteros,87270,60,233
26-11-2019,América del Sur-Colombia-Cali,Homecenter,Electrónico,Drones,78781,108,363
21-07-2020,América del Sur-Argentina-Mendoza,Linio,Jardinería,Maceteros,63492,8,262
03-10-2018,América del Sur-Chile-Concepción,Paris,Deporte,Trotadoras,94463,189,118
13-07-2018,América Central-México-Ciudad de México,Falabella,Doméstico,Licuadoras,174162,243,28
01-07-2017,América del Sur-Chile-Temuco,Ripley,Jardinería,Mangueras,107525,10,40
04-09-2020,América del Sur-Brasil-São Paulo,Ripley,Jardinería,Tijeras podadoras,73572,54,24
18-02-2023,América del Sur-Brasil-Río de Janeiro,Mercado Libre,Baño,Dispensadores de jabón,85129,339,111
30-01-2023,América Central-México-Monterrey,Linio,Jardinería,Rastrillos,162271,161,131
14-02-2021,América del Sur-Argentina-Buenos Aires,Walmart,Cocina,Cuchillos,96248,256,57
24-08-2022,América Central-México-Monterrey,Sodimac,Electrónico,Celulares,23993,139,275
25-01-2019,América Central-México-Cancún,Linio,Moda,Chaquetas,131993,97,96
04-06-2017,América del Sur-Argentina-Rosario,Hites,Electrónico,Celulares,10038,121,158
22-01-2020,América Central-México-Cancún,Sodimac,Moda,Zapatillas,152261,307,41
20-11-2023,América Central-México-Ciudad de México,Easy,Moda,Pantalones,157045,147,146
28-05-2017,América Central-México-Monterrey,Amazon,Doméstico,Licuadoras,132028,83,38
06-04-2020,América Central-México-Ciudad de México,Amazon,Doméstico,Licuadoras,154412,217,194
31-08-2023,América del Sur-Colombia-Bogotá,Aliexpress,Electrónico,Cámaras,41106,102,26
20-09-2018,América del Sur-Argentina-Córdoba,PC Factory,Electrónico,Computadores,12050,388,36
04-03-2022,América Central-México-Guadalajara,Mercado Libre,Doméstico,Refrigeradores,187524,287,54
27-10-2018,América Central-México-Ciudad de México,Homecenter,Cocina,Microondas,107220,12,80
08-05-2018,América del Sur-Colombia-Cartagena,Paris,Electrónico,Televisores,41308,315,88
11-06-2021,América del Sur-Perú-Trujillo,Amazon,Electrónico,Celulares,78885,172,77
10-03-2018,América del Sur-Colombia-Medellín,Aliexpress,Moda,Mochilas,68296,18,242
02-01-2019,América Central-México-Ciudad de México,Hites,Doméstico,Refrigeradores,139034,212,64
31-10-2022,América Central-México-Cancún,PC Factory,Deporte,Pelotas,176913,146,237
02-09-2022,América del Sur-Brasil-Río de Janeiro,Amazon,Electrónico,Televisores,62037,114,12
28-06-2017,América del Sur-Chile-Temuco,Sodimac,Cocina,Batidoras,20825,224,105
26-06-2019,América del Sur-Brasil-Curitiba,Falabella,Jardinería,Tijeras podadoras,167047,103,88
23-07-2023,América del Sur-Perú-Arequipa,Hites,Deporte,Pesas,174275,134,16
09-09-2021,América Central-México-Ciudad de México,eBay,Cocina,Cuchillos,76951,55,137
25-07-2019,América Central-México-Monterrey,Aliexpress,Jardinería,Tijeras podadoras,161979,77,372
26-03-2018,América Central-México-Guadalajara,Mercado Libre,Electrónico,Audífonos,180054,131,279
19-06-2021,América Central-México-Cancún,Amazon,Doméstico,Cafeteras,144152,70,84
21-11-2023,América Central-México-Monterrey,Walmart,Deporte,Pesas,16168,17,481
03-11-2019,América Central-México-Guadalajara,Sodimac,Cocina,Cuchillos,77164,59,441
28-05-2021,América Central-México-Ciudad de México,eBay,Baño,Dispensadores de jabón,61040,313,149
01-06-2018,América Central-México-Guadalajara,Easy,Deporte,Pesas,20689,85,18
29-10-2023,América Central-México-Monterrey,eBay,Doméstico,Lavadoras,92666,184,5
10-12-2018,América del Sur-Brasil-Brasilia,Falabella,Electrónico,Audífonos,42882,215,148
27-07-2022,América del Sur-Colombia-Cali,Falabella,Deporte,Patines,178650,0,409
14-07-2021,América del Sur-Perú-Arequipa,Easy,Doméstico,Licuadoras,86437,106,89
13-08-2023,América Central-México-Ciudad de México,Mercado Libre,Electrónico,Audífonos,53917,331,97
16-07-2021,América del Sur-Chile-Temuco,Easy,Deporte,Pelotas,13054,82,360
30-11-2023,América Central-México-Ciudad de México,Amazon,Doméstico,Lavadoras,102184,45,185
29-10-2021,América del Sur-Perú-Lima,Homecenter,Moda,Pantalones,92778,44,36
12-12-2019,América Central-México-Guadalajara,Amazon,Deporte,Pesas,87430,90,6
13-12-2022,América Central-México-Ciudad de México,Ripley,Electrónico,Computadores,34551,113,186
18-04-2017,América Central-México-Guadalajara,eBay,Moda,Mochilas,82510,109,177
16-01-2019,América del Sur-Chile-Temuco,ElectroChile,Baño,Duchas,181927,21,183
16-08-2022,América del Sur-Argentina-Córdoba,Sodimac,Cocina,Cuchillos,114312,211,79
30-11-2019,América del Sur-Brasil-São Paulo,Walmart,Automotriz,Aceites,137379,35,8
17-03-2017,América Central-México-Monterrey,Falabella,Moda,Zapatillas,84169,28,20
04-05-2020,América del Sur-Brasil-Curitiba,Falabella,Cocina,Ollas,139531,93,355
10-02-2017,América Central-México-Monterrey,Linio,Baño,Calefones,192125,108,122
14-06-2018,América del Sur-Perú-Arequipa,Sodimac,Deporte,Pelotas,106828,351,53
11-08-2023,América del Sur-Perú-Cusco,Ripley,Deporte,Patines,97506,190,153
16-05-2020,América Central-México-Ciudad de México,Walmart,Automotriz,Herramientas de reparación,164478,80,218
12-01-2019,América Central-México-Cancún,Amazon,Jardinería,Maceteros,45637,104,361
08-01-2017,América del Sur-Argentina-Buenos Aires,Mercado Libre,Baño,Jacuzzis,29104,100,244
31-05-2017,América Central-México-Ciudad de México,Amazon,Jardinería,Tijeras podadoras,10691,63,132
20-11-2019,América Central-México-Guadalajara,eBay,Doméstico,Licuadoras,192270,107,4
10-06-2018,América Central-México-Ciudad de México,PC Factory,Cocina,Microondas,96000,22,24
24-05-2019,América Central-México-Monterrey,Paris,Automotriz,Herramientas de reparación,176089,258,4
28-06-2019,América del Sur-Chile-Temuco,Falabella,Cocina,Hornos,69121,148,66
02-12-2018,América Central-México-Cancún,Amazon,Deporte,Pelotas,127289,77,13
04-01-2018,América del Sur-Argentina-Buenos Aires,PC Factory,Baño,Dispensadores de jabón,175822,178,252
28-02-2022,América del Sur-Argentina-Córdoba,Mercado Libre,Cocina,Sartenes,55535,228,108
14-12-2019,América del Sur-Colombia-Cali,Amazon,Doméstico,Lavadoras,99707,251,74
18-06-2017,América del Sur-Brasil-São Paulo,Walmart,Deporte,Bicicletas,171963,223,30
07-09-2022,América del Sur-Colombia-Cali,Falabella,Cocina,Sartenes,91417,414,15
29-02-2020,América Central-México-Monterrey,Mercado Libre,Cocina,Ollas,76807,114,322
28-04-2023,América del Sur-Chile-Santiago,Linio,Jardinería,Maceteros,176647,188,143
03-12-2022,América Central-México-Cancún,eBay,Deporte,Pelotas,66406,4,27
18-01-2021,América del Sur-Chile-Temuco,Falabella,Moda,Poleras,132034,161,276
07-10-2019,América del Sur-Perú-Arequipa,Ripley,Baño,Calefones,55822,6,24
21-05-2018,América Central-México-Cancún,Ripley,Baño,Duchas,16819,5,34
15-11-2017,América Central-México-Guadalajara,PC Factory,Baño,Espejos,16029,78,255
07-11-2019,América Central-México-Ciudad de México,Walmart,Jardinería,Rastrillos,131309,8,178
04-05-2017,América Central-México-Monterrey,Ripley,Doméstico,Aspiradoras,20831,188,271
26-11-2019,América Central-México-Cancún,Homecenter,Deporte,Trotadoras,42153,146,144
13-07-2021,América del Sur-Argentina-Mendoza,Ripley,Electrónico,Cámaras,17070,243,59
09-04-2021,América Central-México-Ciudad de México,Easy,Baño,Dispensadores de jabón,140238,219,68
13-10-2022,América Central-México-Ciudad de México,PC Factory,Electrónico,Audífonos,141092,372,54
11-06-2022,América Central-México-Guadalajara,Sodimac,Deporte,Bicicletas,177842,214,209
09-04-2020,América Central-México-Monterrey,Linio,Doméstico,Lavadoras,179660,386,17
08-12-2019,América Central-México-Ciudad de México,Linio,Electrónico,Computadores,167889,236,173
01-05-2017,América del Sur-Brasil-São Paulo,Falabella,Cocina,Hornos,128853,34,57
28-04-2023,América Central-México-Guadalajara,Sodimac,Automotriz,Aceites,85508,39,39
27-04-2019,América Central-México-Monterrey,Mercado Libre,Baño,Jacuzzis,115535,110,99
15-01-2021,América del Sur-Brasil-São Paulo,Falabella,Jardinería,Mangueras,182754,165,26
19-12-2022,América Central-México-Ciudad de México,Amazon,Deporte,Patines,59672,220,168
25-09-2022,América del Sur-Perú-Arequipa,Hites,Deporte,Patines,113208,119,40
18-03-2023,América del Sur-Brasil-São Paulo,Walmart,Automotriz,Filtros,116976,358,69
03-07-2017,América del Sur-Brasil-São Paulo,eBay,Doméstico,Licuadoras,77241,28,192
03-04-2023,América Central-México-Monterrey,Paris,Electrónico,Tablets,109528,160,19
30-01-2023,América Central-México-Ciudad de México,Falabella,Moda,Poleras,147280,374,68
14-10-2018,América del Sur-Brasil-Curitiba,Easy,Cocina,Batidoras,60557,50,63
27-07-2019,América Central-México-Monterrey,ElectroChile,Deporte,Bicicletas,115241,75,108
24-03-2020,América Central-México-Cancún,Walmart,Cocina,Ollas,169274,266,66
03-04-2017,América del Sur-Perú-Trujillo,Paris,Electrónico,Televisores,92524,43,3
14-12-2023,América Central-México-Guadalajara,Linio,Cocina,Batidoras,131817,161,196
14-03-2021,América Central-México-Monterrey,Sodimac,Cocina,Microondas,73541,106,387
14-09-2018,América del Sur-Perú-Lima,Paris,Electrónico,Cámaras,46685,199,301
27-06-2023,América Central-México-Ciudad de México,Walmart,Deporte,Patines,95091,110,136
05-12-2020,América del Sur-Colombia-Cali,Homecenter,Electrónico,Audífonos,113625,148,147
25-09-2019,América del Sur-Argentina-Córdoba,eBay,Electrónico,Computadores,194375,189,50
27-07-2021,América del Sur-Perú-Trujillo,eBay,Deporte,Bicicletas,153643,19,10
24-09-2018,América Central-México-Guadalajara,Sodimac,Baño,Jacuzzis,72903,78,132
25-10-2023,América Central-México-Guadalajara,Mercado Libre,Cocina,Hornos,49453,16,257
30-09-2017,América Central-México-Guadalajara,Mercado Libre,Doméstico,Refrigeradores,10976,131,75
05-10-2022,América Central-México-Guadalajara,Falabella,Cocina,Microondas,43912,30,75
10-04-2019,América del Sur-Perú-Cusco,PC Factory,Baño,Dispensadores de jabón,152942,66,40
03-02-2021,América del Sur-Colombia-Cartagena,Easy,Baño,Duchas,52731,320,36
18-09-2021,América Central-México-Ciudad de México,Amazon,Deporte,Patines,163498,111,337
23-07-2017,América Central-México-Guadalajara,Amazon,Doméstico,Refrigeradores,130369,34,4
20-07-2018,América Central-México-Ciudad de México,Sodimac,Moda,Poleras,121933,82,27
20-10-2020,América Central-México-Cancún,Ripley,Moda,Poleras,102504,150,59
10-07-2021,América Central-México-Guadalajara,Amazon,Moda,Pantalones,185361,184,51
03-01-2018,América Central-México-Cancún,Aliexpress,Doméstico,Lavadoras,94830,77,195
26-06-2019,América del Sur-Chile-Santiago,Homecenter,Moda,Pantalones,51214,238,255
01-10-2020,América Central-México-Guadalajara,Sodimac,Electrónico,Celulares,95333,149,22
07-09-2021,América Central-México-Ciudad de México,Hites,Automotriz,Aceites,101638,131,280
02-03-2017,América Central-México-Cancún,Sodimac,Jardinería,Rastrillos,59424,44,254
01-10-2023,América Central-México-Guadalajara,Amazon,Deporte,Pelotas,125835,87,29
17-03-2017,América del Sur-Chile-Temuco,Walmart,Deporte,Trotadoras,196136,59,173
07-05-2017,América Central-México-Ciudad de México,Easy,Automotriz,Filtros,23485,0,52
10-04-2020,América del Sur-Chile-Santiago,Easy,Electrónico,Celulares,176857,22,20
27-10-2020,América del Sur-Argentina-Rosario,Mercado Libre,Automotriz,Herramientas de reparación,141186,39,33
19-10-2020,América del Sur-Argentina-Córdoba,eBay,Baño,Jacuzzis,92479,3,154
12-02-2020,América Central-México-Ciudad de México,Aliexpress,Jardinería,Mangueras,33779,103,269
02-09-2022,América del Sur-Perú-Lima,Easy,Moda,Mochilas,114125,28,4
30-12-2017,América Central-México-Ciudad de México,Falabella,Jardinería,Maceteros,152668,229,59
02-12-2019,América del Sur-Chile-Temuco,Aliexpress,Baño,Dispensadores de jabón,52894,14,12
13-09-2023,América del Sur-Argentina-Mendoza,Walmart,Jardinería,Tijeras podadoras,71532,30,107
23-02-2017,América Central-México-Ciudad de México,Homecenter,Deporte,Trotadoras,59473,153,155
24-04-2017,América del Sur-Chile-Temuco,Linio,Automotriz,Neumáticos,146688,163,143
08-01-2017,América del Sur-Brasil-São Paulo,ElectroChile,Deporte,Trotadoras,175835,219,35
26-05-2019,América Central-México-Cancún,eBay,Moda,Carteras,71316,19,182
03-11-2017,América del Sur-Colombia-Medellín,Walmart,Electrónico,Televisores,99641,301,11
26-08-2020,América del Sur-Chile-Temuco,ElectroChile,Electrónico,Televisores,177867,368,84
05-05-2023,América del Sur-Perú-Trujillo,PC Factory,Jardinería,Maceteros,96248,85,46
05-05-2023,América Central-México-Ciudad de México,Easy,Deporte,Patines,91637,323,42
27-09-2023,América Central-México-Ciudad de México,Amazon,Electrónico,Cámaras,148388,54,145
10-11-2022,América del Sur-Argentina-Córdoba,PC Factory,Doméstico,Ventiladores,114372,79,308
05-02-2020,América del Sur-Colombia-Cali,Ripley,Jardinería,Fertilizantes,138662,10,13
14-02-2021,América Central-México-Ciudad de México,PC Factory,Cocina,Sartenes,80739,237,53
02-04-2019,América Central-México-Monterrey,Falabella,Deporte,Trotadoras,95997,185,48
14-07-2022,América Central-México-Ciudad de México,Ripley,Baño,Duchas,159510,176,94
18-07-2022,América del Sur-Colombia-Medellín,Paris,Baño,Duchas,146537,288,36
03-06-2022,América Central-México-Cancún,eBay,Electrónico,Celulares,113929,68,17
22-08-2017,América del Sur-Chile-Concepción,ElectroChile,Deporte,Pelotas,29000,153,12
10-04-2023,América del Sur-Argentina-Córdoba,PC Factory,Cocina,Cuchillos,139828,314,145
09-03-2020,América del Sur-Argentina-Buenos Aires,Easy,Moda,Pantalones,22905,281,184
25-08-2019,América Central-México-Ciudad de México,Amazon,Deporte,Colchonetas,14592,294,141
20-07-2019,América del Sur-Perú-Arequipa,Sodimac,Electrónico,Celulares,36022,46,49
21-01-2018,América Central-México-Guadalajara,Homecenter,Automotriz,Neumáticos,185854,295,162
27-12-2017,América del Sur-Colombia-Cali,Mercado Libre,Automotriz,Neumáticos,114767,183,163
29-01-2021,América Central-México-Cancún,Walmart,Cocina,Microondas,196006,136,2
18-12-2017,América del Sur-Brasil-São Paulo,Aliexpress,Automotriz,Baterías,64363,260,96
03-09-2020,América del Sur-Chile-Valparaíso,Walmart,Doméstico,Ventiladores,65753,416,28
22-03-2019,América del Sur-Colombia-Cartagena,ElectroChile,Electrónico,Drones,183692,403,11
09-04-2019,América Central-México-Ciudad de México,Mercado Libre,Deporte,Pelotas,47282,3,17
04-09-2022,América Central-México-Guadalajara,Easy,Moda,Zapatillas,176097,127,236
17-08-2023,América del Sur-Colombia-Cartagena,Walmart,Electrónico,Audífonos,38186,38,286
03-10-2019,América del Sur-Colombia-Medellín,Falabella,Electrónico,Drones,127435,34,39
27-02-2022,América Central-México-Cancún,ElectroChile,Doméstico,Aspiradoras,130275,300,165
09-05-2023,América del Sur-Perú-Lima,Hites,Doméstico,Refrigeradores,127334,79,105
08-06-2023,América del Sur-Colombia-Cali,Aliexpress,Jardinería,Fertilizantes,27331,68,13
11-12-2019,América del Sur-Argentina-Rosario,Linio,Doméstico,Lavadoras,97659,251,0
28-09-2017,América Central-México-Ciudad de México,Mercado Libre,Doméstico,Licuadoras,162051,12,20
03-06-2022,América del Sur-Perú-Trujillo,Walmart,Baño,Duchas,126068,40,4
25-03-2023,América del Sur-Argentina-Córdoba,eBay,Deporte,Pesas,159143,64,197
15-11-2020,América del Sur-Chile-Santiago,ElectroChile,Cocina,Sartenes,179741,37,30
03-06-2018,América Central-México-Ciudad de México,Linio,Baño,Toallas,61490,6,27
07-04-2021,América del Sur-Colombia-Cali,Linio,Moda,Carteras,68792,150,154
29-10-2023,América Central-México-Monterrey,Mercado Libre,Automotriz,Neumáticos,43253,221,49
18-06-2022,América Central-México-Ciudad de México,PC Factory,Baño,Toallas,23709,10,13
21-01-2022,América del Sur-Argentina-Córdoba,Easy,Electrónico,Computadores,27421,460,2
20-08-2017,América del Sur-Chile-Concepción,Amazon,Doméstico,Licuadoras,130848,11,38
08-03-2023,América del Sur-Argentina-Córdoba,eBay,Automotriz,Aceites,15200,31,26
25-04-2020,América Central-México-Guadalajara,Amazon,Jardinería,Mangueras,58768,236,92
14-02-2022,América Central-México-Guadalajara,Ripley,Baño,Jacuzzis,61654,77,206
26-01-2021,América del Sur-Brasil-São Paulo,Ripley,Moda,Pantalones,130042,77,369
04-09-2021,América del Sur-Argentina-Mendoza,Homecenter,Jardinería,Rastrillos,36193,147,19
04-01-2021,América del Sur-Brasil-Río de Janeiro,Falabella,Baño,Dispensadores de jabón,33422,56,44
26-11-2022,América Central-México-Monterrey,Ripley,Moda,Chaquetas,136645,120,264
09-05-2017,América del Sur-Argentina-Buenos Aires,Paris,Moda,Zapatillas,41689,88,281
03-09-2018,América Central-México-Monterrey,Linio,Deporte,Patines,72351,10,23
26-11-2022,América del Sur-Brasil-São Paulo,Homecenter,Automotriz,Filtros,37787,51,89
13-11-2018,América del Sur-Colombia-Bogotá,Falabella,Cocina,Hornos,139418,361,110
15-09-2018,América del Sur-Colombia-Medellín,Mercado Libre,Cocina,Cuchillos,19053,45,403
31-01-2019,América del Sur-Perú-Lima,Walmart,Deporte,Pesas,130398,196,98
03-01-2022,América Central-México-Cancún,Amazon,Jardinería,Tijeras podadoras,189999,221,185
25-09-2017,América del Sur-Argentina-Rosario,Falabella,Jardinería,Mangueras,22123,297,91
07-05-2023,América Central-México-Ciudad de México,PC Factory,Jardinería,Tijeras podadoras,121948,2,30
09-07-2018,América del Sur-Argentina-Buenos Aires,Walmart,Doméstico,Ventiladores,31964,69,327
16-10-2022,América Central-México-Guadalajara,Linio,Moda,Mochilas,172749,6,229
08-08-2022,América del Sur-Colombia-Medellín,Sodimac,Automotriz,Herramientas de reparación,83873,279,98
02-08-2022,América Central-México-Cancún,Amazon,Cocina,Cuchillos,186861,247,106
13-08-2018,América Central-México-Ciudad de México,eBay,Doméstico,Lavadoras,140143,188,104
18-03-2023,América del Sur-Colombia-Cali,Homecenter,Deporte,Bicicletas,20372,86,53
21-09-2022,América Central-México-Cancún,Linio,Doméstico,Cafeteras,126881,10,463
30-10-2018,América Central-México-Monterrey,ElectroChile,Electrónico,Celulares,179269,31,37
10-06-2017,América del Sur-Perú-Trujillo,Aliexpress,Baño,Dispensadores de jabón,135279,96,123
09-10-2021,América Central-México-Cancún,Ripley,Moda,Carteras,29219,7,341
23-10-2018,América del Sur-Chile-Temuco,PC Factory,Jardinería,Mangueras,41242,230,224
01-07-2021,América del Sur-Perú-Trujillo,Mercado Libre,Jardinería,Rastrillos,72486,219,186
24-11-2020,América del Sur-Chile-Valparaíso,Linio,Electrónico,Computadores,17927,21,306
19-02-2018,América del Sur-Colombia-Cartagena,Falabella,Automotriz,Herramientas de reparación,96985,3,70
09-04-2018,América del Sur-Argentina-Mendoza,Easy,Automotriz,Neumáticos,166658,281,92
29-06-2022,América Central-México-Ciudad de México,Homecenter,Cocina,Cuchillos,18443,149,5
03-08-2020,América Central-México-Monterrey,Amazon,Automotriz,Aceites,113690,129,171
22-11-2018,América Central-México-Guadalajara,Amazon,Cocina,Sartenes,13169,290,131
14-09-2019,América Central-México-Monterrey,Walmart,Jardinería,Mangueras,32702,23,413
27-02-2017,América del Sur-Brasil-Brasilia,Ripley,Cocina,Batidoras,145799,1,130
25-01-2019,América Central-México-Guadalajara,Easy,Deporte,Patines,111953,24,8
17-11-2017,América Central-México-Guadalajara,Walmart,Jardinería,Maceteros,20873,68,355
16-03-2023,América Central-México-Guadalajara,Hites,Automotriz,Neumáticos,32801,306,143
13-02-2021,América del Sur-Colombia-Bogotá,Homecenter,Doméstico,Aspiradoras,13531,14,6
26-12-2019,América del Sur-Colombia-Bogotá,Aliexpress,Doméstico,Cafeteras,51446,185,163
23-06-2017,América Central-México-Guadalajara,Ripley,Doméstico,Lavadoras,193176,128,102
21-02-2020,América del Sur-Perú-Lima,Amazon,Baño,Toallas,39171,3,27
10-12-2021,América Central-México-Ciudad de México,Easy,Automotriz,Neumáticos,50313,173,210
19-02-2022,América Central-México-Cancún,Homecenter,Electrónico,Drones,179355,26,84
20-09-2018,América Central-México-Cancún,Paris,Electrónico,Tablets,187183,257,84
10-09-2020,América Central-México-Ciudad de México,Mercado Libre,Electrónico,Cámaras,15950,54,3
27-11-2020,América del Sur-Argentina-Córdoba,Linio,Electrónico,Cámaras,143350,23,321
09-12-2017,América Central-México-Guadalajara,PC Factory,Cocina,Microondas,153609,248,43
08-07-2021,América del Sur-Chile-Temuco,Hites,Electrónico,Drones,67956,16,193
15-04-2018,América del Sur-Colombia-Cartagena,Aliexpress,Doméstico,Licuadoras,20730,35,40
08-12-2022,América Central-México-Cancún,PC Factory,Deporte,Pelotas,32869,372,108
29-03-2019,América Central-México-Cancún,Walmart,Moda,Poleras,131464,270,117
19-04-2020,América del Sur-Perú-Cusco,PC Factory,Jardinería,Fertilizantes,45547,5,35
15-10-2021,América Central-México-Ciudad de México,Amazon,Electrónico,Audífonos,118646,20,136
15-02-2018,América del Sur-Argentina-Rosario,Walmart,Baño,Jacuzzis,54933,215,203
13-04-2018,América del Sur-Colombia-Bogotá,Paris,Electrónico,Cámaras,121474,217,254
11-10-2023,América Central-México-Monterrey,Ripley,Cocina,Cuchillos,144476,55,187
12-05-2023,América Central-México-Ciudad de México,Falabella,Electrónico,Audífonos,43751,36,98
05-12-2022,América Central-México-Cancún,Walmart,Baño,Jacuzzis,106208,126,148
18-11-2018,América Central-México-Guadalajara,Hites,Moda,Mochilas,28464,54,4
21-02-2022,América del Sur-Brasil-Río de Janeiro,Amazon,Baño,Dispensadores de jabón,122249,168,6
04-05-2019,América Central-México-Cancún,PC Factory,Automotriz,Herramientas de reparación,15050,40,133
05-02-2023,América del Sur-Brasil-São Paulo,PC Factory,Automotriz,Herramientas de reparación,185001,8,83
17-01-2018,América del Sur-Brasil-Río de Janeiro,PC Factory,Moda,Zapatillas,114152,19,7
06-03-2020,América del Sur-Chile-Santiago,Homecenter,Electrónico,Drones,135080,90,45
11-09-2021,América Central-México-Guadalajara,Mercado Libre,Jardinería,Tijeras podadoras,32659,377,32
24-04-2019,América Central-México-Ciudad de México,Amazon,Doméstico,Lavadoras,68622,231,45
07-01-2021,América Central-México-Guadalajara,Falabella,Jardinería,Maceteros,127775,198,149
30-11-2022,América Central-México-Ciudad de México,Amazon,Jardinería,Maceteros,56642,73,73
29-04-2020,América Central-México-Ciudad de México,Hites,Cocina,Cuchillos,119165,373,68
09-02-2022,América del Sur-Chile-Valparaíso,eBay,Doméstico,Ventiladores,189451,108,17
21-03-2023,América del Sur-Perú-Trujillo,Falabella,Electrónico,Drones,42086,230,140
13-07-2022,América Central-México-Monterrey,Hites,Baño,Jacuzzis,107388,1,190
19-07-2020,América Central-México-Ciudad de México,eBay,Automotriz,Baterías,183672,364,35
19-10-2023,América del Sur-Perú-Cusco,Amazon,Baño,Duchas,113203,68,143
25-10-2022,América del Sur-Chile-Temuco,Amazon,Moda,Zapatillas,100361,375,27
07-04-2018,América del Sur-Perú-Arequipa,Aliexpress,Deporte,Pelotas,182328,70,52
01-12-2020,América del Sur-Chile-Valparaíso,Falabella,Electrónico,Cámaras,198241,124,151
12-06-2019,América del Sur-Perú-Trujillo,eBay,Deporte,Trotadoras,89119,243,51
24-02-2018,América Central-México-Guadalajara,Homecenter,Deporte,Colchonetas,61225,136,16
21-07-2021,América Central-México-Ciudad de México,Easy,Deporte,Pesas,26298,82,354
19-11-2023,América Central-México-Cancún,Easy,Electrónico,Computadores,114820,222,23
18-07-2017,América Central-México-Ciudad de México,Amazon,Deporte,Pelotas,103809,31,7
08-05-2018,América Central-México-Cancún,Amazon,Cocina,Ollas,22983,34,69
05-08-2020,América Central-México-Cancún,PC Factory,Baño,Espejos,190333,278,184
15-04-2020,América del Sur-Colombia-Cartagena,Homecenter,Moda,Poleras,102113,130,28
24-06-2018,América Central-México-Guadalajara,Aliexpress,Baño,Duchas,35118,7,181
27-09-2018,América Central-México-Ciudad de México,Aliexpress,Jardinería,Rastrillos,43599,15,46
10-07-2020,América del Sur-Colombia-Cartagena,Paris,Doméstico,Licuadoras,61896,146,37
14-05-2022,América Central-México-Ciudad de México,PC Factory,Jardinería,Mangueras,42591,85,64
